FDATE,CDATE,DCN,SEQNUM,FORMTYPE,PERSONID,OWNER,SECID,TICKER,CUSIP6,CUSIP2,CNAME,ROLECODE1,ROLECODE2,ROLECODE3,ROLECODE4,TRANCODE,ACQDISP,TRANDATE,TPRICE,OWNERSHIP,SHARES,SHARESHELD,AMEND,SECDATE,SIGDATE,MAINTDATE,CLEANSE,TRANCODE_AR,ACQDISP_AR,TPRICE_AR,TRANDATE_AR,OPTIONSELL,SECTITLE,SHARES_ADJ,SHARESHELD_ADJ,TPRICE_ADJ,ADDRESS1,ADDRESS2,CITY,STATE,ZIPCODE,COUNTRY,PHONE,CNUM,SECTOR,INDUSTRY,CEO_INDEX,GOOGLE_TRENDS_KEY,SVI,SVI_DATE
2016/09/05,2005/12/02,051238806,18,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.66,D,900.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.66,2005/11/30,N,COM,3600.0000,,7.9150,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238806,19,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.67,D,400.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.67,2005/11/30,N,COM,1600.0000,,7.9175,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238806,20,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.72,D,200.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.72,2005/11/30,N,COM,800.0000,,7.9300,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238806,21,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.73,D,400.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.73,2005/11/30,N,COM,1600.0000,,7.9325,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238806,22,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.74,D,200.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.74,2005/11/30,N,COM,800.0000,,7.9350,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238806,23,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.77,D,600.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.77,2005/11/30,N,COM,2400.0000,,7.9425,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238806,24,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.79,D,900.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.79,2005/11/30,N,COM,3600.0000,,7.9475,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238806,25,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.83,D,400.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.83,2005/11/30,N,COM,1600.0000,,7.9575,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238806,26,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.84,D,100.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.84,2005/11/30,N,COM,400.0000,,7.9600,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238806,27,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.86,D,500.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.86,2005/11/30,N,COM,2000.0000,,7.9650,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238806,28,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.89,D,200.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.89,2005/11/30,N,COM,800.0000,,7.9725,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238806,29,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.92,D,200.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.92,2005/11/30,N,COM,800.0000,,7.9800,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238806,30,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/11/30,31.95,D,100.0000,24756500.0000,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.95,2005/11/30,N,COM,400.0000,99026000.0000,7.9875,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238807,1,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,B,,S,D,2005/11/30,31.96,D,300.0000,,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.96,2005/11/30,N,COM,1200.0000,,7.9900,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2016/09/05,2005/12/02,051238807,2,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,B,,S,D,2005/11/30,31.97,D,200.0000,24756000.0000,,2005/12/01,2005/11/30,2016/09/01,R,S,D,31.97,2005/11/30,N,COM,800.0000,99024000.0000,7.9925,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,7,2005-11-01
2015/09/25,2005/12/02,051240044,1,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,S,D,2005/12/01,64.25,D,3000.0000,,,2005/12/02,2005/12/02,2015/09/24,R,S,D,64.25,2005/12/01,A,COM,6000.0000,,32.1250,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,27,2005-12-01
2015/09/25,2005/12/02,051240044,2,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,M,A,2005/12/01,39.50,D,5000.0000,,,2005/12/02,2005/12/02,2015/09/24,R,M,A,39.50,2005/12/01,,COM,10000.0000,,19.7500,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,27,2005-12-01
2015/09/25,2005/12/02,051240044,3,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,S,D,2005/12/01,64.25,D,5000.0000,,,2005/12/02,2005/12/02,2015/09/24,R,S,D,64.25,2005/12/01,A,COM,10000.0000,,32.1250,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,27,2005-12-01
2015/09/25,2005/12/02,051240044,4,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,M,A,2005/12/01,51.50,D,5000.0000,,,2005/12/02,2005/12/02,2015/09/24,R,M,A,51.50,2005/12/01,,COM,10000.0000,,25.7500,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,27,2005-12-01
2015/09/25,2005/12/02,051240044,5,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,S,D,2005/12/01,64.25,D,5000.0000,,,2005/12/02,2005/12/02,2015/09/24,R,S,D,64.25,2005/12/01,A,COM,10000.0000,,32.1250,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,27,2005-12-01
2015/09/25,2005/12/02,051240044,6,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,M,A,2005/12/01,31.55,D,5000.0000,,,2005/12/02,2005/12/02,2015/09/24,R,M,A,31.55,2005/12/01,,COM,10000.0000,,15.7750,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,27,2005-12-01
2015/09/25,2005/12/02,051240044,7,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,S,D,2005/12/01,64.25,D,5000.0000,624810.0000,,2005/12/02,2005/12/02,2015/09/24,R,S,D,64.25,2005/12/01,P,COM,10000.0000,1249620.0000,32.1250,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,27,2005-12-01
2015/09/25,2005/12/02,051240044,8,4,12044843,LESAR DAVID J,4471,HAL,406216,10,HALLIBURTON CO,CEO,P,CB,OD,8,,2005/12/02,,I,,20000.0000,,2005/12/02,2005/12/02,2015/09/24,Y,,,,2005/12/02,,COM,,40000.0000,,4100 CLINTON CTR,BLDG 01 7TH FL,HOUSTON,TX,77020,,,H070400000,06,01,100,David J. Lesar,27,2005-12-01
2012/11/07,2005/12/03,051240642,1,4,16125443,STANKEY JOHN T,8109,T,00206R,10,AT&T INC,CT,O,SVP,,A,A,2005/11/30,24.91,I,184.2630,25889.4000,,2005/12/02,2005/12/02,2012/11/06,H,A,A,24.91,2005/11/30,,COM,184.2630,25889.4000,24.9100,175 E HOUSTON ST,,SAN ANTONIO,TX,782052233,,,A849875003,04,01,60,John T. Stankey,11,2005-11-01
2012/11/07,2005/12/03,051240642,2,4,16125443,STANKEY JOHN T,8109,T,00206R,10,AT&T INC,CT,O,SVP,,8,,2005/12/02,,D,,23314.0000,,2005/12/02,2005/12/02,2012/11/06,Y,,,,2005/12/02,,COM,,23314.0000,,175 E HOUSTON ST,,SAN ANTONIO,TX,782052233,,,A849875003,04,01,60,John T. Stankey,34,2005-12-01
2012/11/07,2005/12/03,051240642,3,4,16125443,STANKEY JOHN T,8109,T,00206R,10,AT&T INC,CT,O,SVP,,8,,2005/12/02,,I,,2856.0000,,2005/12/02,2005/12/02,2012/11/06,Y,,,,2005/12/02,,COM,,2856.0000,,175 E HOUSTON ST,,SAN ANTONIO,TX,782052233,,,A849875003,04,01,60,John T. Stankey,34,2005-12-01
2012/11/07,2005/12/03,051240642,4,4,16125443,STANKEY JOHN T,8109,T,00206R,10,AT&T INC,CT,O,SVP,,8,,2005/12/02,,I,,2099.9100,,2005/12/02,2005/12/02,2012/11/06,Y,,,,2005/12/02,,COM,,2099.9100,,175 E HOUSTON ST,,SAN ANTONIO,TX,782052233,,,A849875003,04,01,60,John T. Stankey,34,2005-12-01
2016/09/05,2005/12/03,051242394,1,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,31.77,I,100.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,31.77,2005/12/01,N,COM,400.0000,,7.9425,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,2,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,31.80,I,300.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,31.80,2005/12/01,N,COM,1200.0000,,7.9500,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,3,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,31.81,I,200.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,31.81,2005/12/01,N,COM,800.0000,,7.9525,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,4,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,31.82,I,300.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,31.82,2005/12/01,N,COM,1200.0000,,7.9550,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,5,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,31.83,I,300.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,31.83,2005/12/01,N,COM,1200.0000,,7.9575,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,6,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,31.84,I,300.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,31.84,2005/12/01,N,COM,1200.0000,,7.9600,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,7,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,31.88,I,100.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,31.88,2005/12/01,N,COM,400.0000,,7.9700,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,8,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,31.94,I,300.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,31.94,2005/12/01,N,COM,1200.0000,,7.9850,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,9,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,31.95,I,300.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,31.95,2005/12/01,N,COM,1200.0000,,7.9875,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,10,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.02,I,300.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.02,2005/12/01,N,COM,1200.0000,,8.0050,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,11,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.07,I,400.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.07,2005/12/01,N,COM,1600.0000,,8.0175,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,12,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.08,I,600.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.08,2005/12/01,N,COM,2400.0000,,8.0200,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,13,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.12,I,200.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.12,2005/12/01,N,COM,800.0000,,8.0300,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,14,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.14,I,200.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.14,2005/12/01,N,COM,800.0000,,8.0350,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,15,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.19,I,200.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.19,2005/12/01,N,COM,800.0000,,8.0475,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,16,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.22,I,400.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.22,2005/12/01,N,COM,1600.0000,,8.0550,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,17,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.23,I,1000.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.23,2005/12/01,N,COM,4000.0000,,8.0575,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,18,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.24,I,800.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.24,2005/12/01,N,COM,3200.0000,,8.0600,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,19,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.25,I,600.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.25,2005/12/01,N,COM,2400.0000,,8.0625,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,20,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.26,I,200.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.26,2005/12/01,N,COM,800.0000,,8.0650,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,21,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.27,I,600.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.27,2005/12/01,N,COM,2400.0000,,8.0675,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,22,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.28,I,200.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.28,2005/12/01,N,COM,800.0000,,8.0700,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,23,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.29,I,400.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.29,2005/12/01,N,COM,1600.0000,,8.0725,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,24,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.30,I,200.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.30,2005/12/01,N,COM,800.0000,,8.0750,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,25,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.33,I,100.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.33,2005/12/01,N,COM,400.0000,,8.0825,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,26,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.37,I,300.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.37,2005/12/01,N,COM,1200.0000,,8.0925,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,27,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.38,I,400.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.38,2005/12/01,N,COM,1600.0000,,8.0950,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,28,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.39,I,200.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.39,2005/12/01,N,COM,800.0000,,8.0975,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,29,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.40,I,500.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.40,2005/12/01,N,COM,2000.0000,,8.1000,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242394,30,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.43,I,300.0000,24745700.0000,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.43,2005/12/01,N,COM,1200.0000,98982800.0000,8.1075,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242398,1,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.46,I,400.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.46,2005/12/01,N,COM,1600.0000,,8.1150,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242398,2,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.47,I,100.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.47,2005/12/01,N,COM,400.0000,,8.1175,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242398,3,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.48,I,400.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.48,2005/12/01,N,COM,1600.0000,,8.1200,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242398,4,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.49,I,300.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.49,2005/12/01,N,COM,1200.0000,,8.1225,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
2016/09/05,2005/12/03,051242398,5,4,15044058,BENIOFF MARC RUSSELL,28941,CRM,79466L,30,SALESFORCE.COM INC,CEO,CB,H,,S,D,2005/12/01,32.58,I,200.0000,,,2005/12/02,2005/12/01,2016/09/01,R,S,D,32.58,2005/12/01,N,COM,800.0000,,8.1450,1 MARKET PLAZA,STE 300,FRANCISCO,CA,94105,,,S035969850,08,04,405,Marc Benioff,4,2005-12-01
